WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts, LbrHrs , PartsCost ,Payment, Wait ,LbrRate, LbrCost , LbrFee , PartsFee , TotalCost , TotalFee ,ReqDay,WorkDay
A00570,East,Ling,Assess,Yes,6-Apr-21,7-May-21,1,,,0.75,21.33,C.O.D.,31,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Tue,Fri
A00571,East,Ling,Deliver,Yes,6-Apr-21,10-May-21,1,,,0.25,21.6,Account,34,#REF!,#REF!,#REF!,21.6,#REF!,#REF!,Tue,Mon
A00572,Southeast,Burton,Deliver,Yes,6-Apr-21,20-May-21,1,,,0.25,108.96,C.O.D.,44,#REF!,#REF!,#REF!,108.96,#REF!,#REF!,Tue,Thu
A00573,West,Khan,Deliver,,6-Apr-21,25-May-21,1,,,0.25,42.66,P.O.,49,#REF!,#REF!,#REF!,42.66,#REF!,#REF!,Tue,Tue
A00574,Southwest,Khan,Assess,,6-Apr-21,27-May-21,1,,,1.75,342.6,C.O.D.,51,#REF!,#REF!,#REF!,342.6,#REF!,#REF!,Tue,Thu
A00575,Northeast,Khan,Replace,,6-Apr-21,29-Jun-21,2,,,0.75,40,P.O.,84,#REF!,#REF!,#REF!,40,#REF!,#REF!,Tue,Tue
A00576,North,Ling,Deliver,Yes,7-Apr-21,14-Apr-21,1,,,0.25,259.2,C.O.D.,7,#REF!,#REF!,#REF!,259.2,#REF!,#REF!,Wed,Wed
A00577,North,Ling,Assess,,7-Apr-21,28-Apr-21,2,,,0.25,26.58,Account,21,#REF!,#REF!,#REF!,26.58,#REF!,#REF!,Wed,Wed
A00578,South,Cartier,Assess,,7-Apr-21,29-Apr-21,1,,,0.25,52.02,Account,22,#REF!,#REF!,#REF!,52.02,#REF!,#REF!,Wed,Thu
A00579,North,Ling,Replace,,7-Apr-21,29-Apr-21,2,Yes,Yes,0.5,181.16,Warranty,22,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Thu
A00580,Central,Khan,Repair,,7-Apr-21,11-May-21,2,,,2,"2,050.60",Account,34,#REF!,#REF!,#REF!,"2,050.60",#REF!,#REF!,Wed,Tue
A00581,Northeast,Ling,Assess,,7-Apr-21,,2,,Yes,,"1,587.25",C.O.D.,  ,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Sat
A00582,North,Ling,Replace,,8-Apr-21,22-Apr-21,2,,,0.75,158,Account,14,#REF!,#REF!,#REF!,158,#REF!,#REF!,Thu,Thu
A00583,Central,Khan,Deliver,,8-Apr-21,28-Apr-21,1,Yes,Yes,0.25,30,Warranty,20,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Wed
A00584,Northeast,Burton,Repair,,8-Apr-21,29-Apr-21,2,,Yes,1,54.28,C.O.D.,21,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Thu,Thu
A00585,North,Ling,Deliver,Yes,8-Apr-21,3-May-21,1,,,0.25,85.32,C.O.D.,25,#REF!,#REF!,#REF!,85.32,#REF!,#REF!,Thu,Mon
A00586,Northeast,Ling,Assess,,8-Apr-21,13-May-21,2,,,0.25,30,C.O.D.,35,#REF!,#REF!,#REF!,30,#REF!,#REF!,Thu,Thu
A00587,Northwest,Cartier,Assess,Yes,8-Apr-21,21-May-21,2,,,0.25,2.54,Account,43,#REF!,#REF!,#REF!,2.54,#REF!,#REF!,Thu,Fri
A00588,North,Ling,Deliver,,8-Apr-21,8-Jun-21,1,,,0.25,66.86,Account,61,#REF!,#REF!,#REF!,66.86,#REF!,#REF!,Thu,Tue
A00589,North,Ling,Replace,,10-Apr-21,21-Apr-21,2,,,0.75,108.93,Account,11,#REF!,#REF!,#REF!,108.93,#REF!,#REF!,Sat,Wed
A00590,Southeast,Cartier,Repair,,10-Apr-21,10-May-21,1,Yes,Yes,4.75,397.36,Warranty,30,#REF!,#REF!, -   , -   ,#REF!, -   ,Sat,Mon
A00591,Southeast,Cartier,Assess,,12-Apr-21,21-Apr-21,1,,,0.25,156.4,Account,9,#REF!,#REF!,#REF!,156.4,#REF!,#REF!,Mon,Wed
A00592,Central,Cartier,Assess,,12-Apr-21,21-Apr-21,2,,Yes,0.5,176.22,C.O.D.,9,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Wed
A00593,North,Ling,Deliver,,12-Apr-21,28-Apr-21,1,,,0.25,4.99,C.O.D.,16,#REF!,#REF!,#REF!,4.99,#REF!,#REF!,Mon,Wed
A00594,Northwest,Burton,Deliver,,12-Apr-21,3-May-21,1,,,0.25,83.46,Account,21,#REF!,#REF!,#REF!,83.46,#REF!,#REF!,Mon,Mon
A00595,Central,Burton,Install,,12-Apr-21,4-May-21,2,,,2.25,52,Account,22,#REF!,#REF!,#REF!,52,#REF!,#REF!,Mon,Tue
A00596,South,Lopez,Assess,,12-Apr-21,4-May-21,1,,,0.5,743.18,P.O.,22,#REF!,#REF!,#REF!,743.18,#REF!,#REF!,Mon,Tue
A00597,Central,Cartier,Replace,,12-Apr-21,16-Jun-21,1,,,0.5,144,C.O.D.,65,#REF!,#REF!,#REF!,144,#REF!,#REF!,Mon,Wed
A00598,North,Ling,Deliver,,13-Apr-21,28-Apr-21,1,Yes,Yes,0.25,38.12,Warranty,15,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Wed
A00599,Central,Burton,Deliver,,13-Apr-21,29-Apr-21,1,Yes,Yes,0.25,25,Warranty,16,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Thu
A00600,North,Ling,Assess,,13-Apr-21,29-Apr-21,2,,,0.25,175,Account,16,#REF!,#REF!,#REF!,175,#REF!,#REF!,Tue,Thu
A00601,South,Lopez,Assess,,13-Apr-21,4-May-21,1,,,0.25,6.94,Account,21,#REF!,#REF!,#REF!,6.94,#REF!,#REF!,Tue,Tue
A00602,South,Burton,Install,,13-Apr-21,12-May-21,3,,,3.25,640.42,C.O.D.,29,#REF!,#REF!,#REF!,640.42,#REF!,#REF!,Tue,Wed
A00603,Southeast,Khan,Assess,,13-Apr-21,13-May-21,1,,,0.25,86.28,Account,30,#REF!,#REF!,#REF!,86.28,#REF!,#REF!,Tue,Thu
A00604,Northwest,Cartier,Assess,,13-Apr-21,21-May-21,1,,Yes,0.25,103.18,C.O.D.,38,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Tue,Fri
A00605,East,Ling,Repair,,13-Apr-21,17-May-21,2,,,1,464.4,Credit,34,#REF!,#REF!,#REF!,464.4,#REF!,#REF!,Tue,Mon
A00606,Central,Cartier,Assess,,13-Apr-21,15-Jun-21,1,,,1,406.66,C.O.D.,63,#REF!,#REF!,#REF!,406.66,#REF!,#REF!,Tue,Tue
A00607,Northwest,Cartier,Replace,,14-Apr-21,23-Apr-21,1,,,0.5,21.33,Account,9,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Wed,Fri
A00608,West,Khan,Repair,,14-Apr-21,26-Apr-21,1,,,1.5,15.15,Account,12,#REF!,#REF!,#REF!,15.15,#REF!,#REF!,Wed,Mon
A00609,Southeast,Khan,Assess,Yes,14-Apr-21,27-Apr-21,1,,Yes,0.25,96.05,C.O.D.,13,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Tue
A00610,Northwest,Khan,Deliver,Yes,14-Apr-21,27-Apr-21,1,,,0.25,127.4,C.O.D.,13,#REF!,#REF!,#REF!,127.4,#REF!,#REF!,Wed,Tue
A00611,South,Lopez,Replace,,14-Apr-21,5-May-21,1,,,0.5,95.47,P.O.,21,#REF!,#REF!,#REF!,95.47,#REF!,#REF!,Wed,Wed
A00612,Central,Cartier,Assess,Yes,14-Apr-21,5-May-21,1,,,0.25,55.65,Account,21,#REF!,#REF!,#REF!,55.65,#REF!,#REF!,Wed,Wed
A00613,West,Khan,Assess,Yes,14-Apr-21,6-May-21,1,,Yes,0.5,22.3,C.O.D.,22,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Thu
A00614,Northwest,Khan,Assess,,14-Apr-21,12-May-21,1,,,0.5,148.1,Account,28,#REF!,#REF!,#REF!,148.1,#REF!,#REF!,Wed,Wed
A00615,South,Burton,Deliver,,14-Apr-21,17-May-21,1,,,0.25,18,P.O.,33,#REF!,#REF!,#REF!,18,#REF!,#REF!,Wed,Mon
A00616,Northwest,Cartier,Assess,Yes,14-Apr-21,17-May-21,1,,Yes,0.25,54.18,C.O.D.,33,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Mon
A00617,West,Khan,Replace,,14-Apr-21,31-May-21,2,,,0.75,197.94,C.O.D.,47,#REF!,#REF!,#REF!,197.94,#REF!,#REF!,Wed,Mon
A00618,Southeast,Burton,Deliver,,14-Apr-21,17-Jun-21,1,Yes,Yes,0.25,111.91,Warranty,64,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Thu
A00619,North,Ling,Deliver,,15-Apr-21,29-Apr-21,1,,,0.25,118.07,Account,14,#REF!,#REF!,#REF!,118.07,#REF!,#REF!,Thu,Thu
A00620,South,Lopez,Replace,,15-Apr-21,27-Apr-21,1,,,0.5,48.75,Account,12,#REF!,#REF!,#REF!,48.75,#REF!,#REF!,Thu,Tue
A00621,North,Ling,Assess,,15-Apr-21,27-Apr-21,1,Yes,Yes,0.25,144,Warranty,12,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Tue
A00622,Southeast,Khan,Deliver,,15-Apr-21,6-May-21,1,,Yes,0.25,50.6,C.O.D.,21,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Thu,Thu
A00623,Northwest,Burton,Deliver,,15-Apr-21,7-May-21,1,Yes,Yes,0.25,90.28,Warranty,22,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Fri
A00624,Central,Cartier,Replace,Yes,15-Apr-21,6-May-21,1,,,0.5,25,C.O.D.,21,#REF!,#REF!,#REF!,25,#REF!,#REF!,Thu,Thu
A00625,Southeast,Burton,Deliver,,15-Apr-21,15-May-21,1,,,0.25,34.08,P.O.,30,#REF!,#REF!,#REF!,34.08,#REF!,#REF!,Thu,Sat
A00626,Northwest,Cartier,Assess,,15-Apr-21,17-May-21,1,,,0.25,146.76,P.O.,32,#REF!,#REF!,#REF!,146.76,#REF!,#REF!,Thu,Mon
A00627,Northwest,Cartier,Install,,15-Apr-21,20-May-21,1,Yes,Yes,1.25,221.43,Warranty,35,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Thu
A00628,Northwest,Cartier,Assess,,15-Apr-21,26-May-21,1,,Yes,1,137.2,C.O.D.,41,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Thu,Wed
A00629,Central,Khan,Install,Yes,15-Apr-21,14-Jun-21,1,,,2.5,69.03,C.O.D.,60,#REF!,#REF!,#REF!,69.03,#REF!,#REF!,Thu,Mon
A00630,Northeast,Ling,Assess,,15-Apr-21,17-Jun-21,2,,,0.25,54,Credit,63,#REF!,#REF!,#REF!,54,#REF!,#REF!,Thu,Thu
A00631,Southeast,Khan,Deliver,,17-Apr-21,8-May-21,1,,Yes,0.25,75.18,C.O.D.,21,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Sat,Sat
A00632,North,Ling,Assess,Yes,17-Apr-21,10-May-21,2,,,0.75,262.11,Account,23,#REF!,#REF!,#REF!,262.11,#REF!,#REF!,Sat,Mon
A00633,Northeast,Ling,Deliver,,19-Apr-21,1-May-21,1,,,0.25,61.26,C.O.D.,12,#REF!,#REF!,#REF!,61.26,#REF!,#REF!,Mon,Sat
A00634,Southeast,Cartier,Repair,,19-Apr-21,1-May-21,1,,Yes,1,197.58,C.O.D.,12,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Sat
A00635,North,Ling,Deliver,,19-Apr-21,27-Apr-21,2,,,0.25,158.95,Account,8,#REF!,#REF!,#REF!,158.95,#REF!,#REF!,Mon,Tue
A00636,South,Lopez,Replace,,19-Apr-21,28-Apr-21,1,,,0.75,15.43,Account,9,#REF!,#REF!,#REF!,15.43,#REF!,#REF!,Mon,Wed
A00637,Central,Cartier,Deliver,Yes,19-Apr-21,6-May-21,1,,,0.25,72.35,C.O.D.,17,#REF!,#REF!,#REF!,72.35,#REF!,#REF!,Mon,Thu
A00638,Northwest,Khan,Replace,,19-Apr-21,12-May-21,1,,,0.5,7.31,C.O.D.,23,#REF!,#REF!,#REF!,7.31,#REF!,#REF!,Mon,Wed
A00639,Central,Khan,Deliver,,19-Apr-21,21-May-21,1,,,0.25,120,C.O.D.,32,#REF!,#REF!,#REF!,120,#REF!,#REF!,Mon,Fri
A00640,Southeast,Burton,Assess,,19-Apr-21,17-May-21,2,,,0.5,173.3,C.O.D.,28,#REF!,#REF!,#REF!,173.3,#REF!,#REF!,Mon,Mon
A00641,North,Ling,Assess,,19-Apr-21,25-May-21,1,,,0.25,24.63,C.O.D.,36,#REF!,#REF!,#REF!,24.63,#REF!,#REF!,Mon,Tue
A00642,Southwest,Ling,Install,Yes,19-Apr-21,7-Jun-21,2,,Yes,7.5,"1,514.78",C.O.D.,49,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Mon
A00643,North,Ling,Replace,,19-Apr-21,30-Jun-21,2,,,0.75,106.65,C.O.D.,72,#REF!,#REF!,#REF!,106.65,#REF!,#REF!,Mon,Wed
A00644,Southeast,Cartier,Repair,,19-Apr-21,,2,,,,427.83,C.O.D.,  ,#REF!,#REF!,#REF!,427.83,#REF!,#REF!,Mon,Sat
A00645,Northwest,Khan,Assess,,20-Apr-21,11-May-21,1,,,0.25,84.7,C.O.D.,21,#REF!,#REF!,#REF!,84.7,#REF!,#REF!,Tue,Tue
A00646,Southeast,Burton,Assess,,20-Apr-21,10-May-21,1,,,0.25,106.54,C.O.D.,20,#REF!,#REF!,#REF!,106.54,#REF!,#REF!,Tue,Mon
A00647,Central,Khan,Deliver,,20-Apr-21,13-May-21,1,,,0.25,108.69,C.O.D.,23,#REF!,#REF!,#REF!,108.69,#REF!,#REF!,Tue,Thu
A00648,Central,Khan,Replace,,20-Apr-21,22-May-21,1,,,1.25,405.55,C.O.D.,32,#REF!,#REF!,#REF!,405.55,#REF!,#REF!,Tue,Sat
A00649,North,Ling,Deliver,,20-Apr-21,26-May-21,2,,,0.25,240,Account,36,#REF!,#REF!,#REF!,240,#REF!,#REF!,Tue,Wed
A00650,Northwest,Burton,Assess,,20-Apr-21,31-May-21,2,,,1,641.77,C.O.D.,41,#REF!,#REF!,#REF!,641.77,#REF!,#REF!,Tue,Mon
A00651,Southeast,Cartier,Replace,,20-Apr-21,29-Jun-21,1,,,1,89.45,C.O.D.,70,#REF!,#REF!,#REF!,89.45,#REF!,#REF!,Tue,Tue
A00652,East,Ling,Deliver,,20-Apr-21,5-Jul-21,1,,,0.25,2,C.O.D.,76,#REF!,#REF!,#REF!,2,#REF!,#REF!,Tue,Mon
A00653,South,Cartier,Assess,,21-Apr-21,4-May-21,1,Yes,Yes,0.25,248.09,Warranty,13,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Tue
A00654,East,Ling,Assess,,21-Apr-21,5-May-21,2,,,0.25,180,Account,14,#REF!,#REF!,#REF!,180,#REF!,#REF!,Wed,Wed
A00655,Southeast,Khan,Deliver,,21-Apr-21,14-Jun-21,1,,,0.25,45.94,C.O.D.,54,#REF!,#REF!,#REF!,45.94,#REF!,#REF!,Wed,Mon
A00656,Southeast,Burton,Assess,,21-Apr-21,17-Jun-21,2,,Yes,0.25,125.76,C.O.D.,57,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Thu
A00657,Southeast,Cartier,Assess,,21-Apr-21,5-Jul-21,2,,,0.25,92.44,C.O.D.,75,#REF!,#REF!,#REF!,92.44,#REF!,#REF!,Wed,Mon
A00658,South,Burton,Replace,,21-Apr-21,5-Jul-21,2,,,1,183.54,Account,75,#REF!,#REF!,#REF!,183.54,#REF!,#REF!,Wed,Mon
A00659,South,Burton,Replace,,21-Apr-21,5-Jul-21,2,,Yes,1,244.72,C.O.D.,75,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Mon
A00660,South,Burton,Replace,,21-Apr-21,5-Jul-21,2,,,1,305.17,Account,75,#REF!,#REF!,#REF!,305.17,#REF!,#REF!,Wed,Mon
A00661,South,Burton,Assess,,21-Apr-21,5-Jul-21,2,Yes,Yes,0.5,747.11,Warranty,75,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Mon
A00662,South,Burton,Install,,21-Apr-21,5-Jul-21,2,,Yes,2.25,"1,499.39",C.O.D.,75,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Mon
A00663,South,Burton,Deliver,,21-Apr-21,6-Jul-21,1,,Yes,0.25,119.18,C.O.D.,76,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Tue
A00664,South,Burton,Install,,21-Apr-21,6-Jul-21,2,,Yes,1,248.73,C.O.D.,76,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Tue
A00665,South,Burton,Replace,,21-Apr-21,6-Jul-21,2,Yes,Yes,1.75,291.9,Warranty,76,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Tue
A00666,South,Burton,Deliver,,21-Apr-21,6-Jul-21,2,,Yes,0.25,371.17,C.O.D.,76,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Tue
A00667,South,Burton,Replace,,21-Apr-21,6-Jul-21,2,,Yes,0.75,380.35,C.O.D.,76,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Tue
A00668,South,Burton,Repair,,21-Apr-21,6-Jul-21,2,,Yes,1,423.08,C.O.D.,76,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Tue
A00669,South,Burton,Install,,21-Apr-21,6-Jul-21,2,,,1.75,395.08,Account,76,#REF!,#REF!,#REF!,395.08,#REF!,#REF!,Wed,Tue
A00670,South,Burton,Assess,,21-Apr-21,6-Jul-21,2,Yes,Yes,0.5,442.19,Warranty,76,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Tue
A00671,North,Khan,Assess,,21-Apr-21,12-Jul-21,2,,,0.25,54,P.O.,82,#REF!,#REF!,#REF!,54,#REF!,#REF!,Wed,Mon
A00672,North,Khan,Replace,,21-Apr-21,12-Jul-21,2,,,0.5,61.99,C.O.D.,82,#REF!,#REF!,#REF!,61.99,#REF!,#REF!,Wed,Mon
A00673,North,Ling,Deliver,,21-Apr-21,12-Jul-21,1,,,0.25,120,Account,82,#REF!,#REF!,#REF!,120,#REF!,#REF!,Wed,Mon
A00674,South,Burton,Replace,,21-Apr-21,12-Jul-21,2,,,0.5,122.36,Account,82,#REF!,#REF!,#REF!,122.36,#REF!,#REF!,Wed,Mon
A00675,South,Burton,Assess,,21-Apr-21,12-Jul-21,2,,,0.5,401.17,Account,82,#REF!,#REF!,#REF!,401.17,#REF!,#REF!,Wed,Mon
A00676,North,Khan,Install,,21-Apr-21,12-Jul-21,2,,,1,427.88,C.O.D.,82,#REF!,#REF!,#REF!,427.88,#REF!,#REF!,Wed,Mon
A00677,East,Ling,Assess,Yes,21-Apr-21,13-Jul-21,1,,,0.25,85.32,Account,83,#REF!,#REF!,#REF!,85.32,#REF!,#REF!,Wed,Tue
A00678,West,Khan,Assess,,21-Apr-21,13-Jul-21,2,,,0.5,107.4,C.O.D.,83,#REF!,#REF!,#REF!,107.4,#REF!,#REF!,Wed,Tue
A00679,South,Burton,Assess,,21-Apr-21,13-Jul-21,2,,,0.25,108.36,Account,83,#REF!,#REF!,#REF!,108.36,#REF!,#REF!,Wed,Tue
A00680,East,Ling,Deliver,,21-Apr-21,13-Jul-21,1,,,0.25,120,C.O.D.,83,#REF!,#REF!,#REF!,120,#REF!,#REF!,Wed,Tue
A00681,South,Burton,Install,,21-Apr-21,13-Jul-21,2,,,1.75,416.85,Account,83,#REF!,#REF!,#REF!,416.85,#REF!,#REF!,Wed,Tue
A00682,South,Burton,Install,,21-Apr-21,13-Jul-21,2,,,1.25,449.04,Account,83,#REF!,#REF!,#REF!,449.04,#REF!,#REF!,Wed,Tue
A00683,North,Khan,Assess,,21-Apr-21,13-Jul-21,2,,,1,463.71,C.O.D.,83,#REF!,#REF!,#REF!,463.71,#REF!,#REF!,Wed,Tue
A00684,South,Burton,Install,,21-Apr-21,13-Jul-21,2,,,1.25,488.43,Account,83,#REF!,#REF!,#REF!,488.43,#REF!,#REF!,Wed,Tue
A00685,Central,Burton,Assess,,22-Apr-21,14-May-21,1,,,1,65.95,C.O.D.,22,#REF!,#REF!,#REF!,65.95,#REF!,#REF!,Thu,Fri
A00686,North,Ling,Deliver,,22-Apr-21,15-May-21,1,,,0.25,109.23,Account,23,#REF!,#REF!,#REF!,109.23,#REF!,#REF!,Thu,Sat
A00687,North,Ling,Assess,,22-Apr-21,25-May-21,2,,,0.5,86,C.O.D.,33,#REF!,#REF!,#REF!,86,#REF!,#REF!,Thu,Tue
A00688,Southeast,Cartier,Deliver,,22-Apr-21,3-Jul-21,1,,,0.25,142.91,C.O.D.,72,#REF!,#REF!,#REF!,142.91,#REF!,#REF!,Thu,Sat
A00689,North,Ling,Assess,,23-Apr-21,11-May-21,2,,,0.25,82.98,Account,18,#REF!,#REF!,#REF!,82.98,#REF!,#REF!,Fri,Tue
A00690,Southeast,Cartier,Deliver,,23-Apr-21,29-May-21,1,,,0.25,120,C.O.D.,36,#REF!,#REF!,#REF!,120,#REF!,#REF!,Fri,Sat
A00691,North,Ling,Assess,,23-Apr-21,1-Jun-21,2,,,0.25,120,Account,39,#REF!,#REF!,#REF!,120,#REF!,#REF!,Fri,Tue
A00692,North,Ling,Install,,23-Apr-21,,2,,,,356.24,C.O.D.,  ,#REF!,#REF!,#REF!,356.24,#REF!,#REF!,Fri,Sat
A00693,East,Ling,Replace,,24-Apr-21,11-May-21,2,,,0.75,200,Account,17,#REF!,#REF!,#REF!,200,#REF!,#REF!,Sat,Tue
A00694,Southeast,Cartier,Assess,,26-Apr-21,5-May-21,1,,,0.5,180,Account,9,#REF!,#REF!,#REF!,180,#REF!,#REF!,Mon,Wed
A00695,South,Lopez,Deliver,,26-Apr-21,6-May-21,1,,,0.25,41.36,Account,10,#REF!,#REF!,#REF!,41.36,#REF!,#REF!,Mon,Thu
A00696,Central,Cartier,Deliver,,26-Apr-21,7-May-21,2,,,0.25,667.79,Account,11,#REF!,#REF!,#REF!,667.79,#REF!,#REF!,Mon,Fri
A00697,South,Burton,Assess,,26-Apr-21,12-May-21,1,,,0.25,36.74,C.O.D.,16,#REF!,#REF!,#REF!,36.74,#REF!,#REF!,Mon,Wed
A00698,Northwest,Cartier,Deliver,,26-Apr-21,12-May-21,1,,,0.25,91.29,C.O.D.,16,#REF!,#REF!,#REF!,91.29,#REF!,#REF!,Mon,Wed
A00699,North,Ling,Deliver,Yes,26-Apr-21,18-May-21,1,,,0.25,21.33,Account,22,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Mon,Tue
A00700,Southwest,Cartier,Repair,,26-Apr-21,19-May-21,2,,,3.75,511.16,C.O.D.,23,#REF!,#REF!,#REF!,511.16,#REF!,#REF!,Mon,Wed
A00701,Northwest,Cartier,Assess,,26-Apr-21,1-Jun-21,1,,,0.5,24.41,P.O.,36,#REF!,#REF!,#REF!,24.41,#REF!,#REF!,Mon,Tue
A00702,Northwest,Cartier,Assess,Yes,26-Apr-21,1-Jun-21,2,,Yes,0.5,54.18,C.O.D.,36,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Tue
A00703,South,Lopez,Deliver,,26-Apr-21,3-Jun-21,1,,,0.25,93.6,P.O.,38,#REF!,#REF!,#REF!,93.6,#REF!,#REF!,Mon,Thu
A00704,South,Lopez,Assess,,26-Apr-21,8-Jun-21,1,,,0.25,810.3,P.O.,43,#REF!,#REF!,#REF!,810.3,#REF!,#REF!,Mon,Tue
A00705,Southeast,Burton,Assess,,26-Apr-21,9-Jun-21,1,,,0.5,91.04,Account,44,#REF!,#REF!,#REF!,91.04,#REF!,#REF!,Mon,Wed
A00706,Central,Cartier,Deliver,,26-Apr-21,21-Jun-21,1,,,0.25,82.79,C.O.D.,56,#REF!,#REF!,#REF!,82.79,#REF!,#REF!,Mon,Mon
A00707,Central,Khan,Install,,26-Apr-21,24-Jun-21,1,Yes,Yes,3,226.77,Warranty,59,#REF!,#REF!, -   , -   ,#REF!, -   ,Mon,Thu
A00708,North,Ling,Assess,,26-Apr-21,,2,,,,106.65,Account,  ,#REF!,#REF!,#REF!,106.65,#REF!,#REF!,Mon,Sat
A00709,North,Ling,Assess,,27-Apr-21,3-May-21,2,,,0.25,108.93,C.O.D.,6,#REF!,#REF!,#REF!,108.93,#REF!,#REF!,Tue,Mon
A00710,Southeast,Cartier,Replace,,27-Apr-21,5-May-21,1,,,1,270.06,Account,8,#REF!,#REF!,#REF!,270.06,#REF!,#REF!,Tue,Wed
A00711,East,Ling,Deliver,,27-Apr-21,17-May-21,2,,,0.25,145.9,Account,20,#REF!,#REF!,#REF!,145.9,#REF!,#REF!,Tue,Mon
A00712,Southeast,Cartier,Assess,,27-Apr-21,17-May-21,1,,,0.25,150.36,Account,20,#REF!,#REF!,#REF!,150.36,#REF!,#REF!,Tue,Mon
A00713,Southwest,Cartier,Deliver,,27-Apr-21,19-May-21,1,,Yes,0.25,127.4,C.O.D.,22,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Tue,Wed
A00714,Northeast,Ling,Assess,,27-Apr-21,1-Jun-21,2,,,0.25,142.51,Account,35,#REF!,#REF!,#REF!,142.51,#REF!,#REF!,Tue,Tue
A00715,East,Ling,Assess,Yes,27-Apr-21,7-Jun-21,1,,,0.25,32,Account,41,#REF!,#REF!,#REF!,32,#REF!,#REF!,Tue,Mon
A00716,Southeast,Cartier,Assess,,27-Apr-21,16-Jun-21,1,,,0.25,61.09,C.O.D.,50,#REF!,#REF!,#REF!,61.09,#REF!,#REF!,Tue,Wed
A00717,North,Ling,Replace,,28-Apr-21,7-May-21,2,,,1,171.26,Account,9,#REF!,#REF!,#REF!,171.26,#REF!,#REF!,Wed,Fri
A00718,Northwest,Cartier,Repair,,28-Apr-21,6-May-21,1,,,1.75,92.75,Account,8,#REF!,#REF!,#REF!,92.75,#REF!,#REF!,Wed,Thu
A00719,East,Ling,Replace,,28-Apr-21,20-May-21,2,,,0.5,174.76,Account,22,#REF!,#REF!,#REF!,174.76,#REF!,#REF!,Wed,Thu
A00720,Southwest,Khan,Assess,,28-Apr-21,24-May-21,1,,,0.25,33.57,C.O.D.,26,#REF!,#REF!,#REF!,33.57,#REF!,#REF!,Wed,Mon
A00721,Southeast,Burton,Deliver,,28-Apr-21,10-Jun-21,1,Yes,Yes,0.25,222.34,Warranty,43,#REF!,#REF!, -   , -   ,#REF!, -   ,Wed,Thu
A00722,Central,Burton,Replace,,29-Apr-21,13-May-21,1,,,1.25,153.94,C.O.D.,14,#REF!,#REF!,#REF!,153.94,#REF!,#REF!,Thu,Thu
A00723,Northwest,Khan,Assess,,29-Apr-21,12-May-21,1,,,0.75,30,C.O.D.,13,#REF!,#REF!,#REF!,30,#REF!,#REF!,Thu,Wed
A00724,North,Ling,Deliver,,29-Apr-21,13-May-21,1,,,0.25,19,Account,14,#REF!,#REF!,#REF!,19,#REF!,#REF!,Thu,Thu
A00725,Southeast,Cartier,Assess,,29-Apr-21,17-May-21,1,,,0.25,75.18,Account,18,#REF!,#REF!,#REF!,75.18,#REF!,#REF!,Thu,Mon
A00726,South,Lopez,Assess,,29-Apr-21,7-Jun-21,1,,,0.75,"1,180.16",Account,39,#REF!,#REF!,#REF!,"1,180.16",#REF!,#REF!,Thu,Mon
